"time_days","time_years","n_risk","n_event","n_censor","survival","std_error","lower_95","upper_95","stratum"
720,1.97125256673511,85,0,1,0.923524875533063,0.0235696544291857,0.861405396078728,0.958462249836668,"Sem DGF registrada na primeira semana"
733,2.00684462696783,84,1,0,0.912530531776717,0.0257258055089465,0.845864598601551,0.951180411186186,"Sem DGF registrada na primeira semana"
736,2.01505817932923,83,0,1,0.912530531776717,0.0257258055089465,0.845864598601551,0.951180411186186,"Sem DGF registrada na primeira semana"
756,2.06981519507187,82,0,1,0.912530531776717,0.0257258055089465,0.845864598601551,0.951180411186186,"Sem DGF registrada na primeira semana"
762,2.08624229979466,81,0,1,0.912530531776717,0.0257258055089465,0.845864598601551,0.951180411186186,"Sem DGF registrada na primeira semana"
769,2.10540725530459,80,0,1,0.912530531776717,0.0257258055089465,0.845864598601551,0.951180411186186,"Sem DGF registrada na primeira semana"
776,2.12457221081451,79,1,0,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
778,2.13004791238877,78,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
819,2.24229979466119,77,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
824,2.25598904859685,76,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
833,2.28062970568104,75,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
836,2.28884325804244,74,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
844,2.31074606433949,73,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
845,2.31348391512663,72,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
846,2.31622176591376,71,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
851,2.32991101984942,70,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
866,2.3709787816564,69,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
873,2.39014373716632,68,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
881,2.41204654346338,67,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
886,2.42573579739904,66,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
909,2.48870636550308,65,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
959,2.62559890485969,64,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
998,2.73237508555784,63,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
1011,2.76796714579055,62,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
1027,2.81177275838467,61,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
1029,2.81724845995893,60,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
1041,2.85010266940452,59,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
1085,2.97056810403833,58,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
1096,3.00068446269678,57,0,1,0.900979512387138,0.0278730221113422,0.829847042065467,0.94337170373433,"Sem DGF registrada na primeira semana"
1101,3.01437371663244,56,1,0,0.884890592523082,0.0316802373810313,0.804878204870555,0.933422500083574,"Sem DGF registrada na primeira semana"
1127,3.08555783709788,55,0,1,0.884890592523082,0.0316802373810313,0.804878204870555,0.933422500083574,"Sem DGF registrada na primeira semana"
1140,3.1211498973306,54,0,1,0.884890592523082,0.0316802373810313,0.804878204870555,0.933422500083574,"Sem DGF registrada na primeira semana"
1142,3.12662559890486,53,0,1,0.884890592523082,0.0316802373810313,0.804878204870555,0.933422500083574,"Sem DGF registrada na primeira semana"
1143,3.12936344969199,52,0,1,0.884890592523082,0.0316802373810313,0.804878204870555,0.933422500083574,"Sem DGF registrada na primeira semana"
1180,3.23066392881588,51,1,0,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1192,3.26351813826146,50,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1201,3.28815879534565,49,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1202,3.29089664613279,48,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1246,3.4113620807666,47,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1250,3.42231348391513,46,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1330,3.64134154688569,45,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1363,3.73169062286105,44,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1370,3.75085557837098,43,0,2,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1375,3.76454483230664,41,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1417,3.87953456536619,40,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1434,3.92607802874743,39,0,2,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1467,4.01642710472279,37,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1476,4.04106776180698,36,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1487,4.07118412046543,35,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1508,4.12867898699521,34,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1513,4.14236824093087,33,0,2,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1529,4.18617385352498,31,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1557,4.26283367556468,30,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1582,4.33127994524298,29,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1589,4.35044490075291,28,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1591,4.35592060232717,27,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1605,4.39425051334702,26,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1619,4.43258042436687,25,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1638,4.48459958932238,24,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1641,4.49281314168378,23,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1643,4.49828884325804,22,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1646,4.50650239561944,21,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1687,4.61875427789186,20,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1692,4.63244353182752,19,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1715,4.69541409993155,18,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1741,4.76659822039699,17,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1750,4.79123887748118,16,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1754,4.80219028062971,15,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1780,4.87337440109514,14,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1785,4.8870636550308,13,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1791,4.90349075975359,12,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1799,4.92539356605065,11,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1801,4.93086926762491,10,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1815,4.96919917864476,9,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1826,4.99931553730322,8,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1842,5.04312114989733,7,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1847,5.05681040383299,6,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1869,5.1170431211499,5,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1872,5.12525667351129,4,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1894,5.1854893908282,3,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1909,5.22655715263518,2,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
1929,5.28131416837782,1,0,1,0.867539796591257,0.0354938325833776,0.7789251515983,0.922364944411895,"Sem DGF registrada na primeira semana"
0,0,41,0,0,1,0,1,1,"Com DGF registrada na primeira semana"
1,0.0027378507871321,41,0,4,1,0,NA,NA,"Com DGF registrada na primeira semana"
2,0.0054757015742642,37,1,1,0.972972972972973,0.0266592952387066,0.82323037321404,0.996148158814025,"Com DGF registrada na primeira semana"
3,0.0082135523613963,35,0,1,0.972972972972973,0.0266592952387066,0.82323037321404,0.996148158814025,"Com DGF registrada na primeira semana"
4,0.0109514031485284,34,1,1,0.944356120826709,0.0382670107035673,0.795152961702827,0.985802072453726,"Com DGF registrada na primeira semana"
5,0.0136892539356605,32,0,1,0.944356120826709,0.0382670107035673,0.795152961702827,0.985802072453726,"Com DGF registrada na primeira semana"
12,0.0328542094455852,31,0,1,0.944356120826709,0.0382670107035673,0.795152961702827,0.985802072453726,"Com DGF registrada na primeira semana"
15,0.0410677618069815,30,1,0,0.912877583465819,0.0482310613205576,0.752852439352027,0.971155536734824,"Com DGF registrada na primeira semana"
16,0.0438056125941136,29,1,0,0.881399046104928,0.0559043889052111,0.713222764015363,0.953936199369288,"Com DGF registrada na primeira semana"
19,0.0520191649555099,28,0,1,0.881399046104928,0.0559043889052111,0.713222764015363,0.953936199369288,"Com DGF registrada na primeira semana"
66,0.180698151950719,27,0,1,0.881399046104928,0.0559043889052111,0.713222764015363,0.953936199369288,"Com DGF registrada na primeira semana"
91,0.249144421629021,26,1,0,0.8474990827932,0.0632022420668542,0.670145632793063,0.933884419042944,"Com DGF registrada na primeira semana"
